lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_ort,upper_diff_ort,lower_diff_ort,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_classes_.shape,fit_n_classes_,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.max|tree_.max_depth,fit_estimators_.classes_.shape,fit_estimators_.n_features_,fit_estimators_.sum|tree_.node_count,fit_estimators_.sum|tree_.leave_count,fit_class_count_.shape,fit_feature_count_.shape,fit_feature_log_prob_.shape,fit_class_log_prior_.shape,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.leave_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.node_count,fit_objective,fit_n_classes,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_intercept_.shape,fit_n_iter_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
pyrtc,50,rndbin100,-1,LR-ZM,False,5,1,4.0199607610702515e-05,4.946906119585037e-05,4.3071061372756955e-05,4.0199607610702515e-05,4.946906119585037e-05,5,4.1307881474494934e-05,8.81714945499823e-08,1.0657799243141142e-07,7.621490971665423e-08,8.607887134193248e-08,1.0657799243141142e-07,6.969513588472864e-08,8.607887134193248e-08,1.0657799243141142e-07,6.969513588472864e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,100,rndbin100,-1,LR-ZM,False,5,1,2.4775974452495575e-05,4.1252002120018005e-05,2.9335729777812958e-05,2.4775974452495575e-05,4.1252002120018005e-05,5,2.6222318410873413e-05,9.771024012672491e-08,1.1342967920491276e-07,7.854761896464169e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,100,rndbin100,-1,LR-ZM,False,5,1,8.343439549207687e-05,9.983126074075699e-05,8.808039128780366e-05,8.343439549207687e-05,9.983126074075699e-05,5,8.490309119224548e-05,9.771024012672491e-08,1.1342967920491276e-07,7.854761896464169e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,100,rndbin100,-1,LR-ZM,False,5,1,6.0016289353370667e-05,7.309950888156891e-05,6.416831165552139e-05,6.0016289353370667e-05,7.309950888156891e-05,5,6.21899962425232e-05,9.771024012672491e-08,1.1342967920491276e-07,7.854761896464169e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,100,rndbin100,-1,LR-ZM,False,5,1,4.390440881252289e-05,5.265232175588608e-05,4.694852977991104e-05,4.390440881252289e-05,5.265232175588608e-05,5,4.518497735261917e-05,9.771024012672491e-08,1.1342967920491276e-07,7.854761896464169e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,8.98731750131887e-08,1.079868547915197e-07,7.257407930172377e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,200,rndbin100,-1,LR-ZM,False,5,1,3.718957304954529e-05,5.129445344209671e-05,4.093386232852936e-05,3.718957304954529e-05,5.129445344209671e-05,5,3.759749233722687e-05,1.1399196238881525e-07,1.2540118088377739e-07,1.0390227205003821e-07,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,200,rndbin100,-1,LR-ZM,False,5,1,8.513405919075012e-05,9.646732360124588e-05,8.90308991074562e-05,8.513405919075012e-05,9.646732360124588e-05,5,8.718948811292648e-05,1.1399196238881525e-07,1.2540118088377739e-07,1.0390227205003821e-07,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,200,rndbin100,-1,LR-ZM,False,5,1,6.955768913030624e-05,8.270703256130219e-05,7.346756756305694e-05,6.955768913030624e-05,8.270703256130219e-05,5,7.097050547599792e-05,1.1399196238881525e-07,1.2540118088377739e-07,1.0390227205003821e-07,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,200,rndbin100,-1,LR-ZM,False,5,1,5.433708429336548e-05,6.194878369569778e-05,5.657337605953216e-05,5.433708429336548e-05,6.194878369569778e-05,5,5.5359676480293274e-05,1.1399196238881525e-07,1.2540118088377739e-07,1.0390227205003821e-07,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,1.0176934028827134e-07,1.1928754217738202e-07,8.211373903055375e-08,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,500,rndbin100,-1,LR-ZM,False,5,1,6.453506648540497e-05,8.166860789060593e-05,6.934981793165207e-05,6.453506648540497e-05,8.166860789060593e-05,5,6.603449583053589e-05,1.1997117039808102e-07,1.3773380191928197e-07,1.0874467937238563e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,500,rndbin100,-1,LR-ZM,False,5,1,0.00010343082249164581,0.0001590978354215622,0.00011687017977237701,0.00010343082249164581,0.00015848224098685752,5,0.00010637287050485611,1.1997117039808102e-07,1.3773380191928197e-07,1.0874467937238563e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,500,rndbin100,-1,LR-ZM,False,5,1,0.00010266900062561035,0.00011629704385995865,0.0001070348545908928,0.00010266900062561035,0.00011629704385995865,5,0.00010428763926029205,1.1997117039808102e-07,1.3773380191928197e-07,1.0874467937238563e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,500,rndbin100,-1,LR-ZM,False,5,1,8.358154445886612e-05,9.308196604251862e-05,8.655674755573273e-05,8.358154445886612e-05,9.308196604251862e-05,5,8.51145014166832e-05,1.1997117039808102e-07,1.3773380191928197e-07,1.0874467937238563e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,1.194779559066106e-07,1.3773380191928197e-07,1.0627860691503344e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,1000,rndbin100,-1,LR-ZM,False,5,1,0.00011759903281927109,0.0001344829797744751,0.00012298021465539932,0.00011759903281927109,0.0001344829797744751,5,0.00011970475316047668,1.2446537474009033e-07,1.3879421556506344e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,1000,rndbin100,-1,LR-ZM,False,5,1,0.00012166518718004227,0.00013339146971702576,0.00012550819665193557,0.00012166518718004227,0.00013339146971702576,5,0.00012362096458673477,1.2446537474009033e-07,1.3879421556506344e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,1000,rndbin100,-1,LR-ZM,False,5,1,0.00014308374375104904,0.00015605799853801727,0.00014715585857629775,0.00014308374375104904,0.00015605799853801727,5,0.00014508143067359924,1.2446537474009033e-07,1.3879421556506344e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,1000,rndbin100,-1,LR-ZM,False,5,1,0.00012507475912570953,0.0001334240660071373,0.0001274455338716507,0.00012507475912570953,0.0001334240660071373,5,0.00012618862092494965,1.2446537474009033e-07,1.3879421556506344e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,1.1986267358654601e-07,1.222519108168285e-07,1.1682324352335627e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,2000,rndbin100,-1,LR-ZM,False,5,1,0.0002166200429201126,0.0002359692007303238,0.0002223031595349312,0.0002166200429201126,0.0002359692007303238,5,0.0002199113368988037,1.3329192621869268e-07,1.3879421556506344e-07,1.2540118088377739e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,2000,rndbin100,-1,LR-ZM,False,5,1,0.0001498684287071228,0.0001623900607228279,0.0001543695107102394,0.0001498684287071228,0.0001623900607228279,5,0.00015298370271921158,1.3329192621869268e-07,1.3879421556506344e-07,1.2540118088377739e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,2000,rndbin100,-1,LR-ZM,False,5,1,0.0002255300059914589,0.00024008005857467651,0.00023161787539720534,0.0002255300059914589,0.00024008005857467651,5,0.00023073330521583557,1.3329192621869268e-07,1.3879421556506344e-07,1.2540118088377739e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,2000,rndbin100,-1,LR-ZM,False,5,1,0.00020664092153310776,0.0002131722867488861,0.0002085115760564804,0.00020664092153310776,0.0002131722867488861,5,0.00020730029791593552,1.3329192621869268e-07,1.3879421556506344e-07,1.2540118088377739e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,1.3028378555990373e-07,1.3773380191928197e-07,1.1892997986429066e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,5000,rndbin100,-1,LR-ZM,False,5,1,0.0005112159997224808,0.0005473177880048752,0.0005191154778003693,0.0005112159997224808,0.000546845711003785,5,0.000511406920850277,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,5000,rndbin100,-1,LR-ZM,False,5,1,0.00022477656602859497,0.0002546217292547226,0.00023403093218803405,0.00022477656602859497,0.0002546217292547226,5,0.00022969115525484085,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,5000,rndbin100,-1,LR-ZM,False,5,1,0.0004613148048520088,0.0004949597641825676,0.0004702417179942131,0.0004613148048520088,0.0004947496698926823,5,0.00046462099999189377,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,5000,rndbin100,-1,LR-ZM,False,5,1,0.0004491303116083145,0.00045869965106248856,0.0004520818591117859,0.0004491303116083145,0.00045869965106248856,5,0.00044923368841409683,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,1.3504961877686127e-07,1.3773380191928197e-07,1.243128862071785e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,10000,rndbin100,-1,LR-ZM,False,5,1,0.0010007703676819801,0.0010639559477567673,0.0010161131620407104,0.0010007703676819801,0.0010633509463274513,5,0.0010059094056487083,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,10000,rndbin100,-1,LR-ZM,False,5,1,0.0003681378439068794,0.0004430040717124939,0.00038640275597572326,0.0003681378439068794,0.00044215272666009095,5,0.00037509389221668243,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,10000,rndbin100,-1,LR-ZM,False,5,1,0.0006731199100613594,0.0007343236356973648,0.0006867919117212295,0.0006731199100613594,0.0007335176595256264,5,0.0006740670651197433,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,10000,rndbin100,-1,LR-ZM,False,5,1,0.0006521949544548988,0.0006651254370808601,0.0006558289751410484,0.0006521949544548988,0.0006651254370808601,5,0.0006534494459629059,1.3858213283590714e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,1.346374236987913e-07,1.3773380191928197e-07,1.222519108168285e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,20000,rndbin100,-1,LR-ZM,False,5,1,0.001983341760933399,0.002065574750304222,0.0020044630393385885,0.001983341760933399,0.0020646684875123005,5,0.0019904235377907753,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,20000,rndbin100,-1,LR-ZM,False,5,1,0.000670318491756916,0.0008463067933917046,0.0007121160626411438,0.000670318491756916,0.0008440282798803869,5,0.0006793783977627754,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,20000,rndbin100,-1,LR-ZM,False,5,1,0.00127422995865345,0.001385299488902092,0.0013105688616633416,0.00127422995865345,0.001385299488902092,5,0.0012901844456791878,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,20000,rndbin100,-1,LR-ZM,False,5,1,0.0012568822130560875,0.0012689316645264626,0.0012619927525520324,0.0012568822130560875,0.0012689316645264626,5,0.0012585008516907692,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,50000,rndbin100,-1,LR-ZM,False,5,1,0.0049568889662623405,0.005064222030341625,0.004982836917042733,0.0049568889662623405,0.0050629009157936965,5,0.004962666891515255,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
skl,50000,rndbin100,-1,LR-ZM,False,5,1,0.0019657323136925697,0.002171381376683712,0.002030416391789913,0.0019657323136925697,0.002171381376683712,5,0.0019881073385477066,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrt,50000,rndbin100,-1,LR-ZM,False,5,1,0.003169163130223751,0.0034009944647550583,0.003247297182679176,0.003169163130223751,0.0034009944647550583,5,0.00320607703179121,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
pyrtc,50000,rndbin100,-1,LR-ZM,False,5,1,0.0031152134761214256,0.003147977404296398,0.003130176290869713,0.0031152134761214256,0.003147977404296398,5,0.0031282175332307816,1.3879421556506344e-07,1.3879421556506344e-07,1.3879421556506344e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,1.3773380191928197e-07,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 20)",1.0,1.0,,,,,,,,
ort,1,rndbin100,-1,LR-ZM,True,5,1,1.664739102125168e-05,6.611831486225128e-05,2.8539076447486876e-05,1.664739102125168e-05,6.577919036164518e-05,5,1.8413178622722626e-05,2.5385555132984017e-08,6.071874071589267e-08,1.3548833166510121e-09,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,rndbin100,-1,LR-ZM,True,5,1,0.00014828424900770187,0.00021808594465255737,0.00016418937593698502,0.00014828424900770187,0.00021732694998622757,5,0.00014990195631980896,2.5385555132984017e-08,6.071874071589267e-08,1.3548833166510121e-09,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,rndbin100,-1,LR-ZM,True,5,1,7.054302841424942e-05,0.00011109188199043274,8.091963827610016e-05,7.054302841424942e-05,0.00011081074087478266,5,7.436983287334442e-05,2.5385555132984017e-08,6.071874071589267e-08,1.3548833166510121e-09,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,rndbin100,-1,LR-ZM,True,5,1,4.156865179538727e-05,5.3287483751773834e-05,4.4988468289375305e-05,4.156865179538727e-05,5.3287483751773834e-05,5,4.305317997932434e-05,2.5385555132984017e-08,6.071874071589267e-08,1.3548833166510121e-09,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,4.1688419662178065e-08,6.071874070201488e-08,1.727156819647524e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,rndbin100,-1,LR-ZM,True,5,1,1.6791746020317078e-05,3.408454358577728e-05,2.1862611174583434e-05,1.6791746020317078e-05,3.408454358577728e-05,5,1.857709139585495e-05,4.7519459012157485e-08,7.983238337061493e-08,1.5029421263079712e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,rndbin100,-1,LR-ZM,True,5,1,0.0001426301896572113,0.0001665232703089714,0.000151226669549942,0.0001426301896572113,0.0001665232703089714,5,0.00014886260032653809,4.7519459012157485e-08,7.983238337061493e-08,1.5029421263079712e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,rndbin100,-1,LR-ZM,True,5,1,6.916094571352005e-05,8.862651884555817e-05,7.473807781934738e-05,6.916094571352005e-05,8.862651884555817e-05,5,7.157959043979645e-05,4.7519459012157485e-08,7.983238337061493e-08,1.5029421263079712e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,rndbin100,-1,LR-ZM,True,5,1,4.492141306400299e-05,5.438271909952164e-05,4.790164530277252e-05,4.492141306400299e-05,5.438271909952164e-05,5,4.590582102537155e-05,4.7519459012157485e-08,7.983238337061493e-08,1.5029421263079712e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,3.765117893017589e-08,5.003006098291962e-08,2.8836633747530982e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,rndbin100,-1,LR-ZM,True,5,1,1.8198974430561066e-05,3.632064908742905e-05,2.3046135902404784e-05,1.8198974430561066e-05,3.632064908742905e-05,5,1.9488856196403503e-05,5.147478916445181e-08,8.024464348554972e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,rndbin100,-1,LR-ZM,True,5,1,0.0001417938619852066,0.00016449764370918274,0.00015056096017360688,0.0001417938619852066,0.00016449764370918274,5,0.00014838669449090958,5.147478916445181e-08,8.024464348554972e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,rndbin100,-1,LR-ZM,True,5,1,6.99758529663086e-05,9.353552013635635e-05,7.632020860910415e-05,6.99758529663086e-05,9.353552013635635e-05,5,7.191672921180725e-05,5.147478916445181e-08,8.024464348554972e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,rndbin100,-1,LR-ZM,True,5,1,4.6436674892902374e-05,5.745142698287964e-05,4.936028271913528e-05,4.6436674892902374e-05,5.745142698287964e-05,5,4.698894917964935e-05,5.147478916445181e-08,8.024464348554972e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,4.828967210546154e-08,8.463668277336467e-08,3.195591591342861e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,rndbin100,-1,LR-ZM,True,5,1,1.986045390367508e-05,3.7563033401966095e-05,2.4636276066303253e-05,1.986045390367508e-05,3.7563033401966095e-05,5,2.1054409444332123e-05,6.187827919293399e-08,8.525647876567177e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,rndbin100,-1,LR-ZM,True,5,1,0.00014559924602508545,0.0001667523756623268,0.00015271902084350585,0.00014559924602508545,0.0001667523756623268,5,0.00014977622777223587,6.187827919293399e-08,8.525647876567177e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,rndbin100,-1,LR-ZM,True,5,1,7.160753011703491e-05,8.715316653251648e-05,7.598455995321274e-05,7.160753011703491e-05,8.715316653251648e-05,5,7.308833301067352e-05,6.187827919293399e-08,8.525647876567177e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,5.576443327104386e-08,6.699096566364915e-08,4.5321296382461185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
